LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,Foundation,BsmtExposure,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
70,8120,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,864,SBrkr,864,0,1,3,1,5,Detchd,2,463,WD,Normal,124500
60,8172,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,PConc,No,941,SBrkr,997,473,2,4,1,7,Detchd,1,548,WD,Normal,135000
86,13286,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,No,1698,SBrkr,1698,0,2,3,1,8,Attchd,3,768,WD,Normal,320000
60,6960,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,No,864,SBrkr,864,0,1,3,1,5,Detchd,2,660,WD,Normal,120500
NA,21695,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,Wd Sdng,Plywood,CBlock,No,880,SBrkr,1680,0,2,3,1,5,Attchd,2,540,WD,Normal,222000
64,7314,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1232,SBrkr,1232,0,2,2,1,6,Attchd,2,632,WD,Normal,194500
85,11475,Pave,Reg,Lvl,Corner,Duplex,1Story,Gable,VinylSd,VinylSd,CBlock,No,1584,SBrkr,1776,0,2,4,2,9,Detchd,3,888,COD,Abnorml,110000
52,6240,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,780,FuseA,848,0,1,2,1,5,Detchd,2,539,WD,Normal,103000
39,5389,Pave,IR1,Lvl,Inside,TwnhsE,1Story,Gable,CemntBd,CmentBd,PConc,No,1595,SBrkr,1616,0,2,2,1,5,Attchd,2,608,WD,Normal,236500
73,9590,Pave,IR1,Lvl,Corner,1Fam,SLvl,Gable,VinylSd,VinylSd,PConc,Av,868,SBrkr,1146,0,2,3,1,6,Attchd,2,438,WD,Normal,187500
75,11404,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,1153,SBrkr,1153,878,2,3,1,8,Attchd,2,541,WD,Normal,222500
80,10000,Pave,Reg,Lvl,Corner,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,864,SBrkr,1144,0,1,3,1,6,Attchd,1,264,WD,Normal,131400
NA,8978,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,Plywood,Plywood,PConc,No,948,SBrkr,948,0,1,3,1,6,Attchd,1,300,WD,Family,108000
60,10800,Pave,Reg,Lvl,Inside,1Fam,2.5Unf,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,880,SBrkr,880,888,1,2,1,6,Detchd,2,320,WD,Normal,163000
60,8544,Pave,Reg,Lvl,Inside,Duplex,1Story,Gable,Stucco,Stone,CBlock,NA,0,FuseF,1040,0,2,2,2,6,Detchd,2,400,WD,Normal,93500
72,10463,Pave,IR1,HLS,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,893,SBrkr,901,900,2,3,1,8,Attchd,3,800,WD,Normal,239900
60,10800,Pave,Reg,Lvl,Inside,Duplex,1Story,Gable,Plywood,Plywood,CBlock,Gd,1200,SBrkr,1200,0,3,3,1,5,NA,0,0,WD,Alloca,179000
65,9313,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,864,SBrkr,864,864,2,3,1,7,Attchd,2,572,WD,Normal,190000
60,9600,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Shng,BrkTil,No,264,SBrkr,768,664,2,2,1,7,Detchd,2,360,WD,Abnorml,132000
65,6768,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,Mn,912,SBrkr,912,0,1,3,1,5,Detchd,1,288,WD,Normal,142000
65,8450,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1349,SBrkr,1349,0,2,3,1,6,Attchd,2,539,WD,Normal,179000
70,12886,Pave,IR1,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,520,SBrkr,1464,0,2,3,1,6,Attchd,2,480,WD,Normal,175000
41,5395,Pave,IR1,HLS,Inside,TwnhsE,1Story,Gable,HdBoard,HdBoard,PConc,No,1337,SBrkr,1337,0,2,2,1,5,Attchd,2,462,WD,Normal,180000
NA,8963,Pave,IR1,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,CBlock,No,1142,SBrkr,1175,1540,3,4,1,11,BuiltIn,2,831,WD,Normal,299800
NA,8795,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,952,SBrkr,980,1276,2,4,1,8,BuiltIn,2,554,WD,Normal,236000
65,11700,Pave,IR1,Lvl,Corner,1Fam,2Story,Mansard,Stucco,Stucco,Stone,No,1240,SBrkr,1320,1320,1,4,1,8,Detchd,4,864,WD,Normal,265979
59,10593,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1720,SBrkr,1720,0,2,3,1,7,Attchd,2,527,WD,Normal,260400
50,8405,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,WdShing,Wd Shng,Slab,NA,0,FuseF,1088,441,2,4,1,9,Detchd,1,240,WD,Normal,98000
55,8800,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,576,SBrkr,792,348,1,3,1,7,NA,0,0,WD,Normal,96500
NA,7750,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,660,SBrkr,660,660,2,3,1,6,Attchd,2,400,WD,Normal,162000
79,9236,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Gd,1479,SBrkr,1494,0,2,3,1,6,Attchd,2,576,WD,Normal,217000
80,10240,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1030,SBrkr,1038,1060,2,3,1,8,Attchd,3,878,WD,Normal,275500
61,7930,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1026,SBrkr,1026,0,1,3,1,5,Detchd,2,440,WD,Normal,156000
34,3230,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,729,SBrkr,742,729,2,3,1,6,Detchd,2,440,WD,Normal,172500
68,10769,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,866,SBrkr,866,902,2,3,1,7,Attchd,2,578,WD,Normal,212000
NA,11616,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Hip,HdBoard,HdBoard,CBlock,Mn,672,SBrkr,672,714,2,3,1,6,Attchd,2,440,WD,Abnorml,158900
24,2280,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,MetalSd,MetalSd,PConc,No,744,SBrkr,757,744,2,3,1,6,Detchd,2,440,WD,Normal,179400
65,12257,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,1318,SBrkr,1328,1203,2,4,1,9,Attchd,3,752,WD,Normal,290000
70,9100,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,864,SBrkr,864,0,1,2,1,5,Detchd,1,300,WD,Normal,127500
60,6911,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,PConc,Mn,1145,SBrkr,1301,0,1,2,1,5,Detchd,2,440,WD,Normal,100000
72,8640,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,756,SBrkr,764,783,2,3,1,7,Attchd,2,614,Con,Normal,215200
82,9430,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,1252,SBrkr,1268,1097,2,3,1,8,Attchd,3,856,WD,Normal,337000
30,9549,Pave,IR1,Lvl,CulDSac,TwnhsE,1Story,Hip,BrkFace,BrkFace,PConc,Av,1494,SBrkr,1494,0,1,2,1,6,Attchd,2,481,WD,Normal,270000
75,14587,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1498,SBrkr,1506,0,2,2,1,6,Attchd,2,592,New,Partial,264132
80,10421,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,980,SBrkr,980,734,2,3,1,7,Attchd,2,496,WD,Normal,196500
75,12508,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,CBlock,Mn,983,SBrkr,983,767,2,4,1,7,Attchd,1,423,WD,Normal,160000
70,9100,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1860,SBrkr,1836,0,2,3,1,8,Attchd,2,484,WD,Normal,216837
47,53504,Pave,IR2,HLS,CulDSac,1Fam,2Story,Hip,CemntBd,Wd Shng,PConc,Gd,1650,SBrkr,1690,1589,3,4,1,12,BuiltIn,3,841,WD,Normal,538000
NA,7252,Pave,IR1,Lvl,CulDSac,1Fam,SFoyer,Hip,Wd Sdng,Wd Sdng,CBlock,Av,858,SBrkr,858,0,1,2,1,5,Detchd,2,576,WD,Normal,134900
67,8877,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,836,FuseF,1220,0,1,2,1,6,Detchd,2,396,COD,Normal,102000
94,7819,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,Plywood,Plywood,CBlock,Av,1029,SBrkr,1117,0,1,3,1,6,Detchd,2,672,WD,Abnorml,107000
70,10150,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,912,FuseA,912,0,1,2,1,5,Attchd,1,275,COD,Normal,114500
110,14226,Pave,Reg,Lvl,Corner,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1935,SBrkr,1973,0,2,3,1,9,Attchd,3,895,New,Partial,395000
32,4500,Pave,Reg,Lvl,FR2,TwnhsE,1Story,Hip,VinylSd,VinylSd,PConc,No,1204,SBrkr,1204,0,2,2,1,5,Attchd,2,412,WD,Normal,162000
86,11210,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1614,SBrkr,1614,0,2,3,1,7,Attchd,3,865,New,Partial,221500
100,13350,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,HdBoard,Plywood,CBlock,No,864,SBrkr,894,0,1,3,1,5,Attchd,2,440,WD,Normal,142500
60,8400,Pave,Reg,Lvl,Inside,Duplex,1Story,Gable,Plywood,Plywood,Slab,NA,0,SBrkr,2020,0,2,4,2,10,Detchd,2,630,WD,Normal,144000
78,10530,Pave,Reg,Lvl,Inside,Duplex,SFoyer,Gable,Plywood,ImStucc,CBlock,Gd,975,SBrkr,1004,0,1,2,1,4,Attchd,2,504,WD,Normal,135000
63,7875,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,PConc,No,1237,SBrkr,1253,0,2,3,1,6,Attchd,2,402,WD,Normal,176000
65,7153,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,761,SBrkr,810,793,2,3,1,7,Attchd,2,484,WD,Normal,175900
67,16285,Pave,IR2,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1413,SBrkr,1430,0,2,3,1,6,Attchd,2,605,WD,Normal,187100
NA,9101,Pave,IR1,Lvl,Corner,1Fam,SFoyer,Gable,Plywood,Plywood,PConc,Av,1097,SBrkr,1110,0,1,1,1,4,Attchd,2,602,WD,Normal,165500
35,6300,Pave,Reg,Lvl,Inside,1Fam,2.5Unf,Gable,Wd Sdng,Wd Shng,CBlock,No,742,SBrkr,742,742,2,3,1,9,NA,0,0,WD,Normal,128000
NA,9790,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,BrkFace,Wd Sdng,CBlock,No,1372,SBrkr,1342,0,2,3,1,7,Attchd,2,457,WD,Normal,161500
60,10800,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,PConc,No,686,SBrkr,966,686,2,4,1,7,Detchd,1,416,WD,Normal,139000
76,10142,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,956,SBrkr,956,1128,2,4,1,8,BuiltIn,2,618,WD,Normal,233000
50,6000,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,901,SBrkr,901,0,1,2,1,4,Detchd,1,281,WD,Normal,107900
NA,12205,Pave,IR1,Low,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,Gd,832,SBrkr,976,1111,2,5,1,9,Attchd,2,444,WD,Normal,187500
43,3182,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,No,1145,SBrkr,1145,0,2,2,1,5,Attchd,2,397,WD,Normal,160200
NA,11333,Pave,IR1,Lvl,Corner,1Fam,SLvl,Gable,HdBoard,HdBoard,PConc,Av,1029,SBrkr,1062,0,1,3,1,5,Attchd,2,539,WD,Normal,146800
92,9920,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,MetalSd,MetalSd,PConc,Av,1117,SBrkr,1127,886,2,3,1,8,Attchd,2,455,WD,Normal,269790
76,9158,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,CemntBd,CmentBd,PConc,Av,1496,SBrkr,1496,0,2,3,1,7,Attchd,2,474,New,Partial,225000
NA,10832,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,MetalSd,MetalSd,PConc,No,712,SBrkr,1086,809,2,3,1,7,Attchd,2,409,WD,Normal,194500
70,8400,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,650,SBrkr,888,676,2,3,1,7,Attchd,2,476,WD,Normal,171000
71,8197,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,660,SBrkr,1285,0,1,3,1,7,Attchd,2,528,WD,Normal,143500
57,7677,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,773,SBrkr,773,0,1,2,1,4,Attchd,1,240,WD,Abnorml,110000
104,13518,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,1926,SBrkr,1966,1174,3,4,1,11,BuiltIn,3,820,New,Partial,485000
60,7200,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,731,SBrkr,981,787,1,3,1,7,Detchd,1,240,WD,Normal,175000
79,12798,Pave,IR1,HLS,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Gd,616,SBrkr,616,1072,2,4,1,8,Attchd,2,603,WD,Normal,200000
40,4800,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,1196,FuseA,1196,0,1,2,1,5,Detchd,2,440,WD,Normal,109900
63,8199,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,WdShing,Wd Shng,PConc,Av,728,SBrkr,728,728,2,3,1,7,Attchd,2,410,WD,Normal,189000
107,13891,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,Gd,1734,SBrkr,1734,1088,3,4,1,12,BuiltIn,3,1020,New,Partial,582933
75,9000,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,936,SBrkr,1128,0,1,2,1,5,Attchd,1,286,WD,Family,118000
91,12274,Pave,IR1,Lvl,FR2,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1417,SBrkr,1428,0,2,3,1,6,Attchd,2,554,New,Partial,227680
75,9750,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,VinylSd,VinylSd,PConc,Av,980,SBrkr,980,0,2,3,1,6,Attchd,1,384,WD,Normal,135500
144,21384,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,CBlock,Gd,1324,SBrkr,1072,504,1,3,1,6,Attchd,2,528,WD,Normal,223500
85,13400,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,VinylSd,VinylSd,CBlock,Av,1024,SBrkr,1086,0,1,3,1,6,Attchd,2,484,WD,Normal,159950
90,8100,Pave,Reg,Lvl,Corner,1Fam,2.5Unf,Hip,AsbShng,AsbShng,PConc,No,849,FuseA,1075,1063,2,2,3,11,Detchd,2,360,WD,Normal,106000
78,10140,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1040,SBrkr,1309,0,1,3,1,5,Attchd,2,484,WD,Normal,181000
NA,4438,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Gd,848,SBrkr,848,0,1,1,1,4,Attchd,2,420,ConLD,Normal,144500
66,8712,Grvl,Reg,Bnk,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,Av,540,FuseA,1044,0,1,2,1,4,Basment,2,504,WD,Alloca,55993
75,9750,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,1442,SBrkr,1442,0,1,4,1,7,Attchd,1,301,COD,Normal,157900
45,8248,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkTil,No,686,SBrkr,686,564,1,3,1,7,Detchd,1,280,WD,Normal,116000
48,12137,Pave,IR2,Lvl,CulDSac,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1649,SBrkr,1661,0,2,3,1,6,Attchd,2,598,WD,Normal,224900
NA,11425,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,BrkFace,BrkFace,CBlock,No,1008,SBrkr,1008,0,1,2,1,4,Attchd,1,275,WD,Normal,137000
NA,13265,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,No,1568,SBrkr,1689,0,2,3,1,7,Attchd,3,857,WD,Normal,271000
80,8816,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Av,1010,SBrkr,1052,0,1,3,1,6,Attchd,2,440,WD,Normal,155000
44,6371,Pave,IR1,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Mn,1358,SBrkr,1358,0,2,2,1,6,Attchd,2,484,New,Partial,224000
72,7226,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,798,SBrkr,798,842,2,3,1,6,Attchd,2,595,WD,Normal,183000
60,6000,Pave,Reg,Bnk,Inside,2fmCon,1Story,Gable,MetalSd,MetalSd,CBlock,No,936,SBrkr,936,0,1,2,1,4,Detchd,2,576,WD,Normal,93000
NA,12394,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Gd,847,SBrkr,847,886,2,3,1,7,BuiltIn,2,433,WD,Family,225000
60,9900,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,BrkTil,No,778,SBrkr,944,545,2,3,1,7,Detchd,1,240,WD,Normal,139500
81,11216,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1489,SBrkr,1489,0,2,3,1,7,Attchd,2,776,New,Partial,232600
114,14803,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,CemntBd,CmentBd,PConc,Av,2078,SBrkr,2084,0,2,2,1,7,Attchd,3,1220,New,Partial,385000
50,6130,Pave,Reg,Lvl,Inside,1Fam,1.5Unf,Gable,MetalSd,MetalSd,BrkTil,No,784,SBrkr,784,0,1,2,1,5,NA,0,0,WD,Normal,109500
65,8529,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1454,SBrkr,1434,0,2,3,1,6,Attchd,2,527,WD,Normal,189000
NA,28698,Pave,IR2,Low,CulDSac,1Fam,2Story,Flat,Plywood,Plywood,PConc,Gd,1013,SBrkr,1160,966,2,3,1,7,Attchd,2,538,WD,Abnorml,185000
24,2544,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,MetalSd,MetalSd,PConc,No,600,SBrkr,520,623,2,2,1,4,Detchd,2,480,WD,Normal,147400
80,11900,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1392,FuseA,1392,0,1,3,1,6,Attchd,2,458,WD,Normal,166000
30,3180,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,600,SBrkr,520,600,2,2,1,4,Detchd,2,480,WD,Normal,151000
44,9548,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,941,SBrkr,941,888,2,3,1,7,Attchd,2,613,WD,Normal,237000
100,10004,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,No,1516,SBrkr,1516,0,1,3,1,6,Attchd,2,472,WD,Normal,167000
75,7875,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,1144,SBrkr,1144,0,1,3,1,6,Attchd,2,456,WD,Normal,139950
60,9600,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,HdBoard,CBlock,No,1067,SBrkr,1067,0,2,2,1,4,Attchd,2,436,WD,Normal,128000
90,8100,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,BrkTil,No,1559,SBrkr,1559,0,1,2,1,5,Detchd,2,812,COD,Normal,153500
21,1680,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,HdBoard,HdBoard,CBlock,No,483,SBrkr,483,504,1,2,1,5,Detchd,1,264,WD,Normal,100000
75,9525,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1099,SBrkr,1099,0,1,3,1,6,Attchd,1,352,WD,Normal,144000
70,11767,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,768,SBrkr,768,432,1,3,1,6,Detchd,1,240,WD,Normal,130500
NA,12155,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,672,SBrkr,810,672,2,4,1,7,Detchd,1,400,WD,Normal,140000
60,10440,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,PConc,No,650,SBrkr,958,581,2,3,1,8,Detchd,2,686,WD,Normal,157500
82,9020,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,CBlock,Gd,1127,SBrkr,1165,0,1,3,1,6,Attchd,2,490,WD,Normal,174900
80,8000,Pave,Reg,Lvl,Corner,Duplex,1Story,Gable,BrkFace,BrkFace,CBlock,No,1800,SBrkr,1800,0,2,6,2,10,NA,0,0,WD,Normal,141000
100,12665,Pave,IR1,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,876,SBrkr,876,540,1,4,1,7,Detchd,3,720,WD,Normal,153900
NA,16647,Pave,IR1,Lvl,CulDSac,1Fam,SFoyer,Gable,HdBoard,HdBoard,CBlock,Gd,1390,SBrkr,1701,0,2,3,1,6,Basment,2,611,WD,Normal,171000
75,9317,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,740,SBrkr,1006,769,2,3,1,7,Attchd,2,425,WD,Normal,213000
36,15523,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,Av,864,SBrkr,864,0,1,3,1,5,Attchd,1,338,WD,Normal,133500
75,45600,Pave,IR2,Bnk,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,907,SBrkr,1307,1051,3,5,1,10,Detchd,2,360,WD,Normal,240000
80,9600,Pave,Reg,Lvl,FR2,1Fam,SLvl,Hip,Plywood,Plywood,CBlock,No,528,SBrkr,1094,761,2,3,1,7,Attchd,2,512,WD,Normal,187000
36,4435,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Av,848,SBrkr,848,0,1,1,1,3,Attchd,2,420,WD,Normal,131500
NA,3196,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Gable,VinylSd,VinylSd,PConc,Gd,1273,SBrkr,1456,0,2,2,1,7,Attchd,2,400,WD,Normal,215000
53,7128,Pave,Reg,Lvl,Inside,1Fam,2.5Unf,Gable,MetalSd,MetalSd,CBlock,No,918,SBrkr,918,728,2,4,1,7,Detchd,1,240,WD,Normal,164000
NA,12095,Pave,IR1,Lvl,Corner,1Fam,SLvl,Gable,MetalSd,HdBoard,CBlock,Gd,1127,SBrkr,1445,0,1,3,1,7,Attchd,2,645,WD,Normal,158000
102,17920,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Plywood,CBlock,Mn,1763,SBrkr,1779,0,1,3,1,6,Attchd,2,454,WD,Abnorml,170000
NA,6897,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1040,SBrkr,1040,0,1,3,1,6,Detchd,1,260,WD,Normal,127000
NA,10970,Pave,IR1,Low,Inside,1Fam,SLvl,Gable,Plywood,HdBoard,CBlock,Gd,940,SBrkr,1026,0,1,3,1,5,Detchd,2,576,WD,Normal,147000
65,8125,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,702,SBrkr,702,779,2,3,1,6,Attchd,2,343,WD,Normal,174000
80,10400,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1090,SBrkr,1370,0,2,3,1,6,Attchd,2,479,WD,Family,152000
NA,11029,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,Mn,1054,SBrkr,1512,1142,2,4,1,9,Attchd,2,619,WD,Normal,250000
55,7642,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,912,SBrkr,912,514,1,3,1,7,Detchd,1,216,WD,Normal,189950
75,11625,Pave,Reg,Lvl,Inside,2fmCon,1Story,Hip,Plywood,HdBoard,PConc,Mn,1039,SBrkr,1039,0,1,3,1,6,Attchd,2,504,WD,Normal,131500
81,9672,Pave,Reg,Lvl,Corner,1Fam,1Story,Hip,HdBoard,Plywood,PConc,No,1040,SBrkr,1097,0,2,3,1,6,Attchd,2,480,WD,Normal,152000
70,7931,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,BrkFace,Plywood,CBlock,No,1148,SBrkr,1148,0,1,3,1,6,Attchd,1,672,WD,Normal,132500
72,8640,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1372,SBrkr,1372,0,2,3,1,6,Attchd,2,529,New,Partial,250580
NA,8750,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,1002,SBrkr,1002,0,1,3,1,5,Detchd,2,902,WD,Normal,148500
